url,name,phones,emails,general_director,type_of_company,registration_date_datetime,registration_date_timestamp,founders,inn,ogrn,kpp,okpo,okato,oktmo,okogu,postal_code,address
iamuaz.ru,"ООО ""АЛАРМ-МОТОРС ЛАХТА""",+78122453449,None,Кабанов Евгений Сергеевич,LEGAL,2007-03-07,1173225600,None,7814367593,1077847101155,781401001,98667859,40270000000,40322000000,4210014,197374,"г Санкт-Петербург, ул Савушкина, д 108 литера а"
jac-t.ru,None,+74872703307&+70000000757,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
jac-lipetsk.ru,None,+74742555775,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
irk-salon.ru,"ООО ""ЛЦ-ИРКУТСК""",+73952407411,None,Белый Евгений Алексеевич,LEGAL,2007-06-09,1181347200,None,3811111596,1073811004497,381101001,80257279,25401373000,25701000001,4210014,664009,"г Иркутск, ул Ширямова, д 32"
jac-tambov.ru,None,+74752456000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
irkutsk.autodealerr.ru,ИП Вавилин Анатолий Дмитриевич,+79041259040,38region@autodealerr.ru,Вавилин Анатолий Дмитриевич,INDIVIDUAL,2011-02-15,1297728000,None,526318940733,311526304600011,None,0175492506,22228816095,22628416536,4210015,606516,"Нижегородская обл, Городецкий р-н, деревня Черново (Зиняковский с/с)"
jac-tyumen.ru,None,+73452577877,info@bm-avto.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
jac124.ru,None,+73919869308&+73912190807,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
jac54.ru,None,+73832551697,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
jac-tskmotor.ru,None,+79099999999&+78332640000,sale@jac-kirov.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
intei.ru,ИП Васильев Андрей Степанович,+78123094221&+78123094220,None,Васильев Андрей Степанович,INDIVIDUAL,2016-08-19,1471564800,None,632102151720,316631300144640,None,0104661224,36440363000,36740000001,4210015,445000,"Самарская обл, г Тольятти"
jac-ekaterinburg.clients.site,None,+77602694554&+73433808066&+79221710570&+73433124290&+71792979730,info@jac-ekb.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
izhautodealer.ru,"ООО ""ИЖАВТО ТРЕЙД""",+73412230838,None,Симонов Сергей Дмитриевич,LEGAL,2021-11-26,1637884800,None,9721150601,1217700573881,772101001,74301349,45290554000,45385000000,4210014,109431,"г Москва, ул Привольная, д 70 к 1, помещ XII ком 29Е"
jaguar-spbservice.ru,None,+78123341616,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
jaguar-kuntsevo.ru,None,+74959334005&+74952661065&+74951859631,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
jaguar-rostov.ru,None,+78633093668&+78633003333,tinfo@landrover-rostov.ru&info@landrover-rostov.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
japan-avtoclub.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
jac64.ru,None,+78452777000&+74092690154&+74092690147&+74092692154&+74092692147,team@tilda.cc,None,None,None,None,None,None,None,None,None,None,None,None,None,None
jaguarcar.ru,None,+79793438650&+71764705882&+71792980649&+78039215686&+79233064428&+74705882352,jaguarcar.ru@gmail.com,None,None,None,None,None,None,None,None,None,None,None,None,None,None
ja-dv.ru,"ООО ""ДЖАПАН АВТО ДВ""",+79240088833&+78005508381&+79240088883&+79249333388,vdk@japanautodv.ru,Усов Данил Александрович,LEGAL,2018-09-20,1537401600,None,2508133974,1182536032910,250801001,33094973,05414000000,05714000001,4210014,692904,"Приморский край, г Находка, ул Портовая, д 18, кв 1"
japansoul.ru,None,+79248802930&+79146406565&+74242302930,japansoul@mail.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
japimotors.ru,None,+74955064814&+74951197464&+73044542333&+72720675450,sales@hondarus.com,None,None,None,None,None,None,None,None,None,None,None,None,None,None
jeep-cartelauto.ru,None,+73842492525,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
jac-avtoban.ru,"ООО ""АВТОБАН-СЕВЕР-МБ""",+73432390000&+73433115511&+72583695865&+78470576561&+73432377000&+73439399997&+74499462935&+73517000115&+73432317770&+73439399995&+73432222200&+73439370700&+73432371010&+72589277129&+76850716922&+73432317777&+73432381010&+73433444040&+73432317778&+73433450000&+73432163305&+76836823820&+73432163300&+75717229288&+73432317773,reception@jac-avtoban.ru,Бартенев Илья Анатольевич,LEGAL,2014-12-12,1418342400,None,6686057190,1146686017983,668601001,47677678,65401385000,65701000001,4210014,620091,"г Екатеринбург, ул Бабушкина, соор 9"
jprf.ru,None,+70002003673&+70005515263&+73912536325&+70004011553&+79234111970&+70003024473&+70009000252&+73822345355,autobarin@mail.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
jac-autoprestus.ru,"ООО ""АВТОПРЕСТУС-ВОСТОК""",+74957777949&+74092690154&+74092690147&+74092692154&+74092692147,team@tilda.cc&info@jac-autoprestus.ru,Поехалов Сергей Викторович,LEGAL,2022-07-18,1658102400,None,7743386357,1227700427679,774301001,55617271,45277595000,45347000000,4210014,125445,"125445, Г.Москва, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ ХОВРИНО, УЛ БЕЛОМОРСКАЯ, Д. 40, ЭТАЖ 3, ПОМЕЩ./КОМ. 1/3"
jac-yar.ru,"ООО ""СИМ АВТО ЯРОСЛАВЛЬ""",+75940762530&+74852580095&+76067238828&+76073304227,ymitrofanova@sim-yar.ru&emotalenko@sim-yar.ru&info@jac-yaroslavl.ru,Фатыкова Светлана Викторовна,LEGAL,2008-08-01,1217548800,None,7606070295,1087606003264,760601001,87022438,78401380000,78701000001,4210014,150044,"г Ярославль, ул Полушкина Роща, д 21"
k-motors-ofitsialnyj-diler.clients.site,None,+78633220050,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
kalinaag.ru,None,+74742515604&+78007000383,info@kalinaag.ru&info@KalinaAG.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
jcars.online,None,+71792985580&+79673877774&+74092690154&+70245835707&+74092690147&+74092692154&+79958736651&+74092692147,team@tilda.cc,None,None,None,None,None,None,None,None,None,None,None,None,None,None
kaliningrad.cars-diagnostic.ru,None,+79630078579,autofit75@mail.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
jt-stars.ru,None,+79964105001&+78003500939,mail@jt-stars.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
kaatalizator-04.ru,None,+79130809020&+79675556796&+71764705882&+78039215686&+74705882352,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
kaluga.timesellavto.ru,None,+74956649442&+79254980181,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
kaluga.korsavto.ru,None,+74842277212&+74842212297,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
kamaznn.turbo.site,None,+79769313486&+77887424509&+78002002402&+78312310804,info@luidor.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
japanlogistic.ru,"ООО ""ДЖАПАН ЛОГИСТИК""",+78003506373&+74092690154&+74092690147&+74092692154&+79841983848&+74092692147,team@tilda.cc&japanlogistic25@gmail.com,Слепушкин Валентин Сергеевич,LEGAL,2021-12-23,1640217600,None,2543162400,1212500030379,254301001,55908985,05401369000,05701000001,4210014,690014,"690014, Приморский край, Г.О. ВЛАДИВОСТОКСКИЙ, Г ВЛАДИВОСТОК, ПР-КТ КРАСНОГО ЗНАМЕНИ, Д. 115, КВ. 48"
jazzmoto.ru,None,+71657781171&+74955147323&+79252323397&+73826208092,info@jazzmoto.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
kangoojumps.ru,None,+71234567890&+78005555706&+74996535384&+73925163368,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
japautobuy.ru,ИП Чиргун Владимир Александрович,+79964263334&+79996811001&+79622941874&+79991663334&+79991653335&+79991653334&+79996813335&+79964263335&+79991663335&+70000001192,japautobuy@gmail.com,Чиргун Владимир Александрович,INDIVIDUAL,2017-03-20,1489968000,None,280118865968,317280100007230,None,0111358841,10401000000,10701000001,4210015,675000,г Благовещенск
kanischevo.faw-motors.ru,None,+74912958440,sales@faw-kanischevo.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
kanischevo.ru,None,+74912285283&+74912240777&+74912285284&+74912701707&+74912958440,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
k-geely.ru,"ООО ""МАГНУМ""",+78612066296,None,Качан Анатолий Валерьевич,LEGAL,2019-08-01,1564617600,None,1001343387,1191001007427,100101001,40966422,86401000000,86701000001,4210014,185030,"г Петрозаводск, р-н Голиковка, пр-кт Александра Невского, д 73, офис 1"
kapot.online,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
katalizator-96.ru,None,+79122500096&+79122550096,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
k-kr.ru,"ООО ""СИБИРЬ - К""",+79532216928&+73919899001,None,Семенова Алена Валерьевна,LEGAL,2021-04-26,1619395200,None,2462070655,1212400011229,246601001,58231313,04401377000,04701000001,4210014,660020,"660020, Красноярский край, Г.О. ГОРОД КРАСНОЯРСК, Г КРАСНОЯРСК, УЛ КАРАУЛЬНАЯ, Д. 47, ЭТАЖ 1 ПОМЕЩ. 1(ЧАСТЬ) КОМ. 60"
k-haval.ru,"ООО ""АВТО-ТРЕЙД""",+78612066271,None,Федотов Михаил Анатольевич,LEGAL,2008-06-30,1214784000,None,1828017397,1081828000704,182801001,84603844,94410000000,94710000001,4210014,427433,"Удмуртская Респ, г Воткинск, ул 1 Мая, д 124"
katalizator.space,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
katalikauto.ru,None,+70288627157&+79023903705&+78002506625,katalikauto@yandex.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
kanistra-shop.ru,None,+73433802700&+73432885208,sale@konversia.pro,None,None,None,None,None,None,None,None,None,None,None,None,None,None
k-motors.ru,"ООО ""К-МОТОРС""",+78142593397,km@k-motors.ru,Корнеев Александр Владимирович,LEGAL,2006-07-11,1152576000,None,1001179610,1061001066940,100101001,94948538,86401000000,86701000001,4210014,185014,"г Петрозаводск, р-н Древлянка, Лесной пр-кт, д 55"
katalizator136.ru,None,+79038602229&+79036433977,info@company.com,None,None,None,None,None,None,None,None,None,None,None,None,None,None
kaliningrad.autodealerr.ru,ИП Вавилин Анатолий Дмитриевич,+79965214727,39region@autodealerr.ru,Вавилин Анатолий Дмитриевич,INDIVIDUAL,2011-02-15,1297728000,None,526318940733,311526304600011,None,0175492506,22228816095,22628416536,4210015,606516,"Нижегородская обл, Городецкий р-н, деревня Черново (Зиняковский с/с)"
katalizator43.com,None,+79229706233,831126cb46b74583bf6f72c5061cba9d@sentry-viewer.wixpress.com&605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,None,None,None,None,None,None,None,None,None,None,None,None,None,None
kaluga.carro.ru,"ООО ""Ю-СТАЙЛ""",+74842507277,support@carro.ru,Ксенофонтов Максим Борисович,LEGAL,2017-01-31,1485820800,None,7724398974,1177746078916,772301001,06478257,45290594000,45396000000,4210011,115432,"г Москва, ул Сайкина, д 19, помещ I ком 5"
katalizator48.ru,None,+74742902277,info@company.com,None,None,None,None,None,None,None,None,None,None,None,None,None,None
katalizatorusinsk.vk.com,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
katalom29.ru,None,+79532689686&+79118780885,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
katalizatordnr.ru,None,+79499599599,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
kazan.ford-luidor.ru,None,+74092692154&+78003339258&+74092690154&+74092690147&+78005118097&+78002002402&+74092692147,info@luidor-kazan.ru&team@tilda.cc,None,None,None,None,None,None,None,None,None,None,None,None,None,None
kazan.umarov-ko.ru,None,+75095897156&+70106724540&+77307234428&+70139586719&+77170472686&+76048629168&+70109545433&+73750224969&+70177022839&+73340457258&+76141257155&+78299618830&+70999361398&+79517712515&+70292579693&+72726965430&+74706674693&+78129633212&+79714489392&+73516914129&+75731571794&+73936741104&+73250822524&+77933666779&+74877102713&+79445534455&+78132464261&+76384840126&+74548377171&+78053352348&+70857637933&+73340498733&+71508927841&+71595744018&+79351205999&+76755517386&+70342864760&+75906482243&+79802178916&+77312072987&+78157602750&+72664774184&+77365374908&+77635821005&+70874685276&+71078310308&+73888757981&+70199652693&+76193266636&+76230487351&+71736801797&+77738446942&+78449101302&+74047986549&+70106995002&+72720111306&+73475721492&+78352416904&+78589401984&+72097275430&+78685764500&+72781483178&+70171372624&+79868598233&+78110068478&+77407706960&+77095103838&+77505078220&+73291969691&+70455531079&+78305060218&+70133641118&+78808842325&+71608750991&+78638284122&+79085818455&+70472247645&+77829574418&+78271807172&+70347264057&+76704876311&+73904057628&+79559481439&+70236959282&+74761497510&+72506495282&+75222647257&+79823051748&+70724864322&+77655125244&+78370903385&+78126355220&+70133144368&+77028362830&+73087667445&+76426481181&+77151763840&+71423313431&+71508137433&+75297374305&+76015600933&+74778298852&+77401547103&+72182886341,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
kazan.uaz-luidor.ru,None,+78432334252&+78002002402,vs.ugadchikova@sollers-auto.com&kazan@uaz-luidor.ru&sto-luidor@yandex.ru&kovalevJV@luidor.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
kem.ladacenter.ru,None,+73842441630&+78007005232&+73842233560,kem@bipek.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
kemerovo-changan.ru,None,+73842900594,info@kemerovo-changan.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
jeep.автополе-кудрово.рф,"ООО ""АВТОПОЛИС КУДРОВО 2""",+78126077777&+78122109409,customer@autopole.ru&call@autopole.ru&Rating@Mail.ru,Большаков Григорий Константинович,LEGAL,2012-06-28,1340841600,None,4703129076,1124703003281,470301001,38525879,41212503000,41612155005,4210014,188692,"Ленинградская обл, Всеволожский р-н, г Кудрово, пр-кт Строителей, д 31, помещ 2Н"
kerg-sterlitamak.ru,None,+73472939999&+73473229999&+73512596880&+73522222920,reception@kerg-sterlitamak.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
keyauto-audi-vitebskiy.ru,None,+78123343500&+74956209191,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
kemerovo.otogrev70.ru,None,+79952921497&+79131021497&+78836818998&+79994957120,robert@broofa.com,None,None,None,None,None,None,None,None,None,None,None,None,None,None
key78.ru,None,+78129897878&+79522207889&+71792985022,key78ru@mail.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
kerg.ru,None,+73473229999&+73522222920&+73472939999&+73512596880&+73517009668,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
keyautokrd-exeed.ru,None,+78612277666&+78007008003,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
keyautokmv-exeed.ru,None,+78792255807,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
keyauto.ru,None,+78005051949&+78612225555,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
keyautoomsk-exeed.ru,None,+73812330011,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
keyauto-expert.ru,None,+73433639986&+78005557277,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
keypenza.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
keyautosochi-exeed.ru,None,+78622548937&+78622792963,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
khv.uaz-vostok.ru,None,+74212710021,info@lego-car.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
khanty-mansiysk.drom.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
kia--vostok.clients.site,None,+78633220040,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
kawaiimotors.ru,"ООО ""КАВАИ МОТОРС""",+79990405455&+79089773439&+74959715300&+78003332743,office.kawaiimotors@gmail.com,Надеин Даниил Павлович,LEGAL,2021-09-15,1631664000,None,2540263689,1212500021766,254001001,51413985,05401367000,05701000001,4210014,690021,"690021, Приморский край, Г.О. ВЛАДИВОСТОКСКИЙ, Г ВЛАДИВОСТОК, УЛ ЗАПОРОЖСКАЯ, Д. 77, ОФИС 327"
kazan.online-lada.ru,"ООО ""ПАРУС""",None,None,Кораблев Анатолий Васильевич,LEGAL,1999-06-24,930182400,None,1659000597,1021603061259,165601001,27834986,92401370000,92701000001,4210014,420030,"г Казань, ул Кожевенная, д 46"
kia-102.ru,None,+73472017483,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
kemerovo.gusyanki.ru,ИП Тюрев Константин Владимирович,None,None,Тюрев Константин Владимирович,INDIVIDUAL,2004-06-07,1086566400,None,463209461079,304463215900026,None,0113618972,45290572000,45390000000,4210015,101000,г Москва
keyauto-changan-omsk.ru,"ООО ""ГК ""СБСВ-КЛЮЧАВТО""",+73812330730,None,Сергеев Виктор Алексеевич,LEGAL,1997-09-05,873417600,None,2305002817,1022301066303,230501001,26994914,03409000000,03709000001,4210014,353290,"Краснодарский край, г Горячий Ключ, ул Революции, д 4, офис 1"
kia-altyncar.kz,None,+77057905050&+71792997725&+71764705882&+78039215686&+74705882352,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
kia-caspi.kz,None,+71792975907&+77010823344&+77122763344,atz@kia-caspi.kz,None,None,None,None,None,None,None,None,None,None,None,None,None,None
khv.dv-vostok.lada.ru,"ООО ""ВОСТОК-АС""",+74212705050&+74212753753&+78007005232&+74232270777,info@lada-vostok.ru&Info.khv@lada-vostok.ru,Гриф Сергей Викторович,LEGAL,2021-05-07,1620345600,None,2543157343,1212500011008,254301001,60053557,05401372000,05701000001,4210014,690039,"690039, Приморский край, Г.О. ВЛАДИВОСТОКСКИЙ, Г ВЛАДИВОСТОК, УЛ ЕНИСЕЙСКАЯ, Д. 23А, ОФИС 8"
kia-156.ru,"ООО ""ГАЛАНТИАНА""",+73532486861,None,Старцев Михаил Юрьевич,LEGAL,2015-03-02,1425254400,None,3849051770,1153850008344,384901001,27262248,25401373000,25701000001,4210014,664047,"г Иркутск, ул Советская, стр 130, офис 302"
kia-23-avto.ru,"ООО ""СИГМА""",+78612057930,None,Чапаров Расул Гамзатович,LEGAL,2021-02-26,1614297600,None,9721119753,1217700086724,772101001,47350569,45290554000,45385000000,4210014,109542,"109542, Г.Москва, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ ВЫХИНО-ЖУЛЕБИНО, ПР-КТ РЯЗАНСКИЙ, Д. 91, К. 1, ЭТАЖ 1, ПОМЕЩ. 11,КОМ. 2,ОФИС 47-2"
kia-a-v.ru,"ООО ""АЦ ГАГАРИНА""",+79532216928&+73433644637,None,Рогачева Яна Николаевна,LEGAL,2020-06-11,1591833600,None,6658535126,1206600031395,665801001,44437850,65401364000,65701000001,4210014,620102,"620102, ОБЛАСТЬ СВЕРДЛОВСКАЯ, Г. ЕКАТЕРИНБУРГ, УЛ. ПОСАДСКАЯ, СТР. 16А, ПОМЕЩ. В-208"
july-auto-chelyabinsk.clients.site,"ООО ""ТСАЦ ""ИЮЛЬ""&ООО ""ТСАЦ ""ИЮЛЬ""",+73433021469&+73433019988&+73433431467&+73517009413,in@ladaekb.ru&aleksandr.potapov@julyauto.ru,Королик Елена Анатольевна&Королик Елена Анатольевна,LEGAL&LEGAL,2005-05-25&2005-05-25,1116979200&1116979200,None&None,6670086484&6670086484,1056603568097&1056603568097,668601001&668601001,77166828&77166828,65401385000&65401385000,65701000001&65701000001,4210014&4210014,620135&620135,"г Екатеринбург, ул Шефская, стр 116А&г Екатеринбург, ул Шефская, стр 116А"
kia-kaluga.genclient.ru,None,+74842200634,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
kia-abakan.ru,"ООО ""КИА РОССИЯ И СНГ""",+73902217881&+78003010880&+73939000349&+76934030855&+74445457061,RAReception@sialauto.ru,Джонг Санг Гвон,LEGAL,2008-10-22,1224633600,None,7728674093,5087746291760,770501001,88417848,45286560000,45376000000,4210011,115054,"г Москва, ул Валовая, д 26"
kia-center-23.ru,"ООО ""ГЕЛИОС""",+79532216928&+78612114420,None,Кувичинская Виктория Константиновна,LEGAL,2020-12-01,1606780800,None,9703022639,1207700460637,770301001,46557083,45286575000,45380000000,4210014,123557,"г Москва, Электрический пер, д 3/10 стр 1, офис 21А"
july-auto-krd.clients.site,"ООО ""ТСАЦ ""ИЮЛЬ""&ООО ""ТСАЦ ""ИЮЛЬ""",+73433021469&+78716705979&+78612060795&+73433431467&+79438486159&+73433019988,in@ladaekb.ru&in@lada-krd.ru&aleksandr.potapov@julyauto.ru,Королик Елена Анатольевна&Королик Елена Анатольевна,LEGAL&LEGAL,2005-05-25&2005-05-25,1116979200&1116979200,None&None,6670086484&6670086484,1056603568097&1056603568097,668601001&668601001,77166828&77166828,65401385000&65401385000,65701000001&65701000001,4210014&4210014,620135&620135,"г Екатеринбург, ул Шефская, стр 116А&г Екатеринбург, ул Шефская, стр 116А"
kia-centr-msk.ru,"ООО ""ВОСТОК-АВТО ВНУКОВО""",+74951354861,None,Битюгов Сергей Анатольевич,LEGAL,2010-12-29,1293580800,None,5003091132,1105003010518,775101001,68217739,45297565103,45952000000,4210014,108811,"г Москва, поселение Московский, деревня Картмазово, ул Киевская, д 1Д, помещ 70"
kia-dealer-moscow.ru,"ООО ""АВТО КОНТ""",+74951528691,None,Гладченко Алексей Юрьевич,LEGAL,2022-02-09,1644364800,None,9725073740,1227700058574,772501001,72023449,45296559000,45914000000,4210011,115280,"г Москва, ул Ленинская Слобода, д 26, помещ I офис 8"
kia-krr.ru,None,+78612059202,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
kia-mono-ekb.ru,None,+73432880723,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
intercargo.by,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
kia-irk.com,"ООО ""ГАЛАНТИАНА""",+73952789106&+79532216928,None,Старцев Михаил Юрьевич,LEGAL,2015-03-02,1425254400,None,3849051770,1153850008344,384901001,27262248,25401373000,25701000001,4210014,664047,"г Иркутск, ул Советская, стр 130, офис 302"
kia-kemerovo.com,"ООО ""АЙ-БИ-ЭМ""",+79532216928&+73842457819,None,Пронин Денис Александрович,LEGAL,2000-12-26,977788800,None,4207055973,1024200717320,420501001,48646177,32401362000,32701000001,4210014,650040,"г Кемерово, ул Баумана, д 57Б"
kia-aem.ru,"ООО ""КИА РОССИЯ И СНГ""&ООО ""АЕМ-АВТО""",+73852282282&+78003010880&+73939000349&+76934030855&+74445457061,None,Джонг Санг Гвон&Борисов Дмитрий Валерьевич,LEGAL&LEGAL,2008-10-22&2008-08-22,1224633600&1219363200,None&None,7728674093&2222075681,5087746291760&1082222006602,770501001&222201001,88417848&87184454,45286560000&01401364000,45376000000&01701000001,4210011&4210014,115054&656922,"г Москва, ул Валовая, д 26&г Барнаул, Павловский тракт, д 164"
kia-hmao.com,"ООО ""ВИЗАРД""",+73462390886,None,Мединовский Степан Владимирович,LEGAL,2013-11-26,1385424000,None,3811174050,1133850045702,380801001,13624073,25401365000,25701000001,4210014,664003,"664003, Иркутская область, Г.О. ГОРОД ИРКУТСК, Г ИРКУТСК, УЛ БОГДАНА ХМЕЛЬНИЦКОГО, Д. 11, КВ. 18, ПОМЕЩ. 18/9"
kia-apelsin.ru,"ООО ""КИА РОССИЯ И СНГ""&ООО ""АРМАДА-АВТО""",+79655895901&+78003010880&+73939000349&+71792999746&+78555323131&+76934030855&+74445457061,None,Джонг Санг Гвон&Семенов Алексей Владимирович,LEGAL&LEGAL,2008-10-22&2013-09-30,1224633600&1380499200,None&None,7728674093&1615009225,5087746291760&1131690065385,770501001&161501001,88417848&33856745,45286560000&92220000035,45376000000&92620440101,4210011&4210014,115054&422581,"г Москва, ул Валовая, д 26&Респ Татарстан, Верхнеуслонский р-н, село Куралово, ул Центральная, д 2"
kia-bars.ru,"ООО ""КИА РОССИЯ И СНГ""&ООО ""БАРС-ЗАПАД""",+73812917777&+78003010880&+79006703230&+73939000349&+76934030855&+74445457061,None,Джонг Санг Гвон&Алексеев Станислав Германович,LEGAL&LEGAL,2008-10-22&2006-12-04,1224633600&1165190400,None&None,7728674093&5506068796,5087746291760&1065506044207,770501001&550701001,88417848&97875716,45286560000&52401364000,45376000000&52701000001,4210011&4210014,115054&644106,"г Москва, ул Валовая, д 26&г Омск, ул Волгоградская, д 61"
kia-avingroup.ru,"ООО ""КИА РОССИЯ И СНГ""&ЗАО ""АВИНГРУП""",+78633006943&+78003010880&+73939000349&+76934030855&+74445457061,borauto@borauto.ru,Джонг Санг Гвон&Попов Иван Александрович,LEGAL&LEGAL,2008-10-22&2005-04-21,1224633600&1114041600,None&None,7728674093&6165121897,5087746291760&1056165050501,770501001&616501001,88417848&76924089,45286560000&60401374000,45376000000&60701000001,4210011&4210014,115054&344064,"г Москва, ул Валовая, д 26&г Ростов-на-Дону, ул Вавилова, д 74/1Р"
kia-avtograd.ru,"ООО ""КИА РОССИЯ И СНГ""&ООО ""АВТО-МОТОРС""",+74922445555&+78003010880&+73939000349&+76934030855&+74445457061,None,Джонг Санг Гвон&Шичков Алексей Вячеславович,LEGAL&LEGAL,2008-10-22&2009-02-17,1224633600&1234828800,None&None,7728674093&3329054189,5087746291760&1093340000918,770501001&332901001,88417848&89756618,45286560000&17401375000,45376000000&17701000001,4210011&4210014,115054&600032,"г Москва, ул Валовая, д 26&г Владимир, ул Растопчина, д 1Ж"
kia-novocar.calltouch-lp.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
kia-nomad.kz,None,+77713957722&+77713959922&+71792976551,aktau@nmotors.kz,None,None,None,None,None,None,None,None,None,None,None,None,None,None
kia-pragmatika.ru,None,+78125653928&+70370968030,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
kia-avilon.ru,"АО ""АВИЛОН АГ""&ООО ""КИА РОССИЯ И СНГ""",+78772569987&+73482382297&+71792999234&+74951273550&+78003010880&+73939000349&+77242773817&+76934030855&+79153306263&+74445457061,None,Никонов Александр Васильевич&Джонг Санг Гвон,LEGAL&LEGAL,1997-02-27&2008-10-22,857001600&1224633600,None&None,7705133757&7728674093,1027700000151&5087746291760,772201001&770501001,46420693&88417848,45290590000&45286560000,45395000000&45376000000,4210011&4210011,109316&115054,"109316, Г.Москва, ПР-КТ ВОЛГОГРАДСКИЙ, Д. 41, К. 1, ОФИС ПРАВЛЕНИЕ&г Москва, ул Валовая, д 26"
kia-5-tmn.ru,"ООО ""ПАРИТЕТ-АВТО""",+73452518493,None,Искандаров Зилфугар Гусейн Оглы,LEGAL,2021-12-27,1640563200,None,6320063191,1216300062791,632001001,57874948,36440363000,36740000001,4210014,445056,"Самарская обл, г Тольятти, ул 40 лет Победы, д 84, кв 215"
kia-saranskmotors.ru,None,+74956041081&+78122441081&+78003331081,abuse@timeweb.ru&manager@timeweb.ru&partner@timeweb.ru&billing@timeweb.ru&info@timeweb.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
kia-sales-spb.ru,None,+78126059217,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
